gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ensg00000131732.12	220.8784571	0.781964363	0.4378955	1.785732813	0.07414253	0.169770882
ensg00000131746.13	35786.40175	-0.26376585	0.185844942	-1.419279147	0.155817649	0.279573186
ensg00000131747.15	1863.204046	0.851708788	0.514785284	1.654493269	0.09802733	0.203868544
ensg00000131748.16	994.2040812	-0.029674636	0.292754276	-0.10136363	0.919261807	0.948458352
ensg00000131759.18	1411.774153	-0.221153312	0.211268503	-1.046787896	0.295197414	0.439217167
ensg00000131773.15	8.560776768	0.593763305	0.69443109	0.855035601	0.392531439	
ensg00000131778.20	173.5562424	1.481392672	0.826000576	1.793452347	0.072900624	0.168214636
ensg00000131779.11	496.4579592	-0.241886591	0.102553571	-2.358636454	0.018342215	0.07060927
ensg00000131788.16	1597.827339	-0.215234972	0.135513632	-1.588290186	0.112220736	0.224363187
ensg00000131791.8	331.7106342	0.797893618	0.463076888	1.723026215	0.084883785	0.185468131
ensg00000131828.14	2694.852904	0.01301636	0.098991191	0.131490081	0.895387633	0.932024479
ensg00000131844.17	1266.048301	1.043398298	0.495193973	2.107049671	0.035113274	0.106011694
ensg00000131845.15	205.3869547	0.695007954	0.42788366	1.624291879	0.10431353	0.212703311
ensg00000131848.10	141.5771465	0.347198905	0.236500535	1.46806816	0.142085709	0.262687124
ensg00000131849.14	63.19000901	0.54466586	0.418901987	1.30022267	0.193524663	0.325523366
ensg00000131871.15	532.2086876	0.558126346	0.153144565	3.644441102	0.000267973	0.004026894
ensg00000131873.7	703.0486436	0.41116116	0.121091131	3.395468829	0.000685112	0.008114809
ensg00000131876.18	1221.849542	0.7223982	0.281146231	2.569474963	0.010185275	0.049005675
ensg00000131899.13	4271.57735	-0.440358112	0.222925441	-1.975360506	0.048227251	0.128836181
ensg00000131914.11	18.01642482	-0.56723892	0.426207913	-1.330897206	0.183222837	0.313164799
ensg00000131931.8	74.00231266	0.362450771	0.308332677	1.175518516	0.239787334	0.379615543
ensg00000131941.8	435.6414955	0.750990647	0.182200055	4.121791548	3.76E-05	0.000856129
ensg00000131943.20	467.6451923	-0.291018362	0.217430439	-1.338443519	0.180751901	0.310315117
ensg00000131944.11	258.8271114	-0.444441994	0.243926718	-1.822030806	0.068450312	0.161201213
ensg00000131951.12	16.37455341	0.586010468	0.57100607	1.026277126	0.304760976	0.44966069
ensg00000131966.14	62.24186514	1.486887371	0.482081289	3.084308406	0.00204026	0.01738629
ensg00000131979.20	253.4845225	0.041506813	0.206112678	0.201379232	0.840402053	0.894099278
ensg00000131981.16	2108.218152	0.264109658	0.13190358	2.002293322	0.045253194	0.124077465
ensg00000132002.9	5548.317698	0.202013566	0.095401092	2.117518378	0.034215877	0.104084746
ensg00000132003.10	769.9346144	0.055980794	0.215937212	0.259245703	0.79544567	0.863035111
ensg00000132004.13	893.1375251	-0.484892934	0.256812208	-1.888122599	0.059009494	0.146408742
ensg00000132010.16	34.52998819	0.124727021	0.388264408	0.32124248	0.748026643	0.830424044
ensg00000132016.12	305.1350342	-1.072420362	0.264678681	-4.051782172	5.08E-05	0.001091876
ensg00000132017.11	1405.600801	-0.281997055	0.883289793	-0.319257685	0.749531117	0.831393883
ensg00000132026.15	10.17753611	-1.093722308	0.736327911	-1.485373964	0.137444789	
ensg00000132031.13	50.84574872	-1.241005317	0.315888743	-3.928615201	8.54E-05	0.001641122
ensg00000132109.10	502.2893091	-0.444990084	0.136250082	-3.265980314	0.001090858	0.011258027
ensg00000132122.12	19.80740419	-0.029112323	0.723098226	-0.040260537	0.967885415	0.978516651
ensg00000132128.18	2461.953549	-0.376150823	0.176472686	-2.131495997	0.033048302	0.101794607
ensg00000132141.14	9.421619167	0.348423881	0.729448764	0.477653672	0.632896723	
ensg00000132153.15	2355.824892	-0.24875225	0.185860159	-1.338383927	0.180771316	0.310315117
ensg00000132155.14	485.9434959	1.339184593	0.923018053	1.45087584	0.146814437	0.268953496
ensg00000132164.10	203.8770301	-0.699909756	0.203498147	-3.439391308	0.000583024	0.00725846
ensg00000132170.24	47.67727994	0.504719469	0.296076492	1.704692815	0.088251731	0.189761265
ensg00000132182.13	1466.932646	-0.801583957	0.202745136	-3.953653201	7.70E-05	0.001505315
ensg00000132185.18	11.71350488	0.973585596	0.968646499	1.005098967	0.314849198	
ensg00000132196.16	181.3209674	-0.037560739	0.228850723	-0.164127684	0.869630629	0.914841206
ensg00000132199.20	70.7509171	0.317421302	0.358063573	0.88649426	0.375351246	0.520072881
ensg00000132205.11	44.72476043	-0.195946908	0.334664989	-0.585501663	0.558210448	0.683141281
ensg00000132207.18	1965.610567	-0.52270406	0.200128342	-2.611844252	0.009005527	0.045470192
ensg00000132207.18	1965.610567	-0.52270406	0.200128342	-2.611844252	0.009005527	0.045470192
ensg00000132254.13	1651.711562	-0.016622312	0.133212406	-0.124780514	0.900697315	0.936154502
ensg00000132256.20	352.5035796	0.28533158	0.194156895	1.469592828	0.141672064	0.262105183
ensg00000132274.17	69.80755896	0.008629309	0.545400194	0.015821976	0.987376417	0.991257639
ensg00000132275.11	260.3934879	0.177801798	0.307493839	0.578228816	0.563109646	0.687479349
ensg00000132286.12	354.6472049	0.633702051	0.218292853	2.902990378	0.00369618	0.026281552
ensg00000132294.15	465.6418128	1.676116629	0.639016668	2.622962301	0.008716892	0.044763147
ensg00000132300.19	522.2933872	-0.409182356	0.51075925	-0.80112569	0.423058885	0.56570041
ensg00000132305.22	1841.56087	1.051309611	0.448793057	2.342526459	0.019153676	0.07242021
ensg00000132313.15	230.9743407	1.646067601	0.669652447	2.458092416	0.013967723	0.059250777
ensg00000132323.9	360.7270378	-0.034341939	0.170750803	-0.201123146	0.840602284	0.894168754
ensg00000132326.13	734.4067987	-0.588518038	0.1471809	-3.998603346	6.37E-05	0.001295261
ensg00000132329.11	1897.588125	-0.689501922	0.261250435	-2.639237419	0.008309277	0.043489208
ensg00000132330.18	537.1100308	-0.349685876	0.192333254	-1.818124894	0.069045046	0.162169598
ensg00000132334.17	722.3281625	0.610912553	0.169784506	3.59816432	0.000320471	0.004645403
ensg00000132341.12	3767.815346	0.623083144	0.276161456	2.256227767	0.02405637	0.083118648
ensg00000132356.12	561.0678073	0.601339314	0.316898378	1.897577762	0.057751726	0.144616134
ensg00000132357.14	127.8218485	1.194379056	0.307601096	3.882882965	0.000103225	0.001902848
ensg00000132359.17	3089.765634	-0.231857966	0.160856467	-1.441396605	0.149472669	0.271869186
ensg00000132361.18	9092.380965	-0.524374679	0.272511229	-1.924231457	0.054325578	0.138842324
ensg00000132376.20	884.1935477	0.244883552	0.143608142	1.705220536	0.088153301	0.189641918
ensg00000132382.15	4271.887713	-0.403600386	0.202155549	-1.996484328	0.04588123	0.124888027
ensg00000132383.12	2651.150853	0.457784882	0.242816022	1.885315793	0.059387215	0.146987516
ensg00000132386.11	73.05437242	0.48125623	0.671873861	0.716289557	0.473812574	0.612256201
ensg00000132388.13	420.6704964	1.036151812	0.367137766	2.822242518	0.00476891	0.031080296
ensg00000132394.11	374.6479664	-0.504172354	0.330693727	-1.524590013	0.12736139	0.244509717
ensg00000132405.19	2549.174334	-0.069220927	0.127243027	-0.54400566	0.586437578	0.706925298
ensg00000132406.12	166.1925833	-0.202559477	0.19392713	-1.044513355	0.296247944	0.44039312
ensg00000132423.12	122.7615715	1.122364921	0.503033505	2.23119317	0.025668336	0.086943043
ensg00000132424.17	866.2233796	0.606682683	0.410530382	1.477802154	0.139460742	0.259280778
ensg00000132429.10	17.76949806	0.753344769	0.611705015	1.231549114	0.218117559	0.35449787
ensg00000132432.14	117.9296357	1.223247159	0.609268229	2.007731737	0.044671806	0.122876701
ensg00000132434.10	311.6980545	0.664542069	0.182706172	3.637217415	0.000275599	0.004118143
ensg00000132436.13	104.6973568	1.729644615	0.709497393	2.43784492	0.014775111	0.06123919
ensg00000132463.15	214.4588507	0.473618756	0.243213584	1.947336777	0.051494372	0.134222061
ensg00000132466.20	1209.786907	1.16110845	0.493072971	2.354841004	0.018530633	0.071045706
ensg00000132467.4	715.476842	0.202449073	0.113453382	1.784425186	0.074354601	0.170135494
ensg00000132470.14	59331.98249	-0.430240758	0.22825167	-1.884940242	0.059437906	0.14703061
ensg00000132471.12	5683.947962	-0.10226117	0.199754138	-0.511935176	0.608696378	0.724551055
ensg00000132475.10	5210.890084	-0.154352954	0.138570304	-1.113896333	0.265323663	0.406402384
ensg00000132478.10	1280.996068	-0.707310633	0.244664089	-2.890945855	0.003840843	0.027034802
ensg00000132481.7	1197.494028	-0.343578928	0.244018931	-1.408001122	0.159130738	0.283445612
ensg00000132485.14	414.4383006	1.487639767	0.563713868	2.638997994	0.008315147	0.043490378
ensg00000132510.11	4655.760658	-0.315533747	0.229696448	-1.373698851	0.169535194	0.296440562
ensg00000132517.15	88.86815366	-0.172329664	0.351842712	-0.489791769	0.624281256	0.736835119
ensg00000132530.17	129.607093	-1.63025091	0.255376922	-6.383704917	1.73E-10	1.78E-08
ensg00000132535.23	214.3322084	-0.981639209	0.299802324	-3.274288191	0.001059285	0.011011581
ensg00000132541.11	82.8537584	0.038914818	0.343559663	0.113269461	0.909816928	0.942160604
ensg00000132561.14	361.0521895	-0.011066589	0.172372214	-0.064201698	0.948809625	0.967331708
ensg00000132563.17	285.6409502	-0.599246975	0.270291064	-2.217043234	0.026620137	0.088611534
ensg00000132570.15	347.7516875	0.223507228	0.137827251	1.621647578	0.104878829	0.213527496
ensg00000132581.10	385.226547	0.061740675	0.158628448	0.389215655	0.697116624	0.793915083
ensg00000132589.16	6000.027607	-0.204871804	0.185968778	-1.101646232	0.270615501	0.41283815
ensg00000132591.12	1942.257175	-0.014082891	0.125203345	-0.112480149	0.910442709	0.942587694
ensg00000132600.18	800.8237816	-0.385669548	0.227773266	-1.69321692	0.090414185	0.192815706
ensg00000132603.15	834.8283991	0.424796442	0.175635023	2.418631744	0.015579003	0.063125682
ensg00000132604.11	478.6837686	0.023853543	0.107771765	0.221333881	0.824832471	0.883678313
ensg00000132612.17	818.8000902	0.2438498	0.292399806	0.833960198	0.404303413	0.547917938
ensg00000132613.16	18003.29525	-0.767197748	0.231791208	-3.309865616	0.000933408	0.010114329
ensg00000132623.16	100.1407456	0.460949641	0.259299535	1.777672456	0.075457666	0.171517048
ensg00000132635.17	1835.274653	-0.701003428	0.219348471	-3.195843688	0.001394226	0.013439327
ensg00000132640.15	313.4696701	0.096830968	0.242999535	0.398482112	0.690274842	0.788958265
ensg00000132646.11	2504.718992	0.021030587	0.097019467	0.216766671	0.828390187	0.886093621
ensg00000132661.4	912.4573655	-0.064954563	0.163543106	-0.397170903	0.691241437	0.78953068
ensg00000132664.13	97.64144425	1.477743491	0.627655213	2.354387343	0.018553267	0.071091355
ensg00000132669.14	739.3022785	0.095624577	0.264616807	0.361370006	0.717822867	0.810048895
ensg00000132670.21	1721.213607	0.413278219	0.186972828	2.210365127	0.027079832	0.089532231
ensg00000132676.16	962.6743604	0.876804858	0.348378295	2.516818271	0.011841989	0.053593162
ensg00000132680.11	857.5860873	1.08042829	0.486827538	2.219324518	0.026464655	0.088446032
ensg00000132688.11	33.68863829	-0.792722307	0.342547405	-2.314197378	0.020656898	0.076157586
ensg00000132694.20	1599.906694	-0.337094865	0.175577689	-1.919918568	0.054868186	0.139823676
ensg00000132698.15	2503.367591	-0.373898194	0.184321888	-2.028506746	0.042508556	0.119085081
ensg00000132716.19	1026.604735	0.500073329	0.309208185	1.61727067	0.105819867	0.215014031
ensg00000132718.9	69.48482993	0.363898088	0.212049149	1.716102562	0.086143272	0.187386006
ensg00000132740.10	692.614549	-0.2475199	0.214626532	-1.153258632	0.248804244	0.389701188
ensg00000132746.16	792.0402256	-0.46185246	0.166530153	-2.773386396	0.005547621	0.033868339
ensg00000132749.11	218.9768977	-0.979697725	0.330435011	-2.964872643	0.003028083	0.023068453
ensg00000132763.15	550.6003406	-0.894961135	0.147224146	-6.078901864	1.21E-09	1.06E-07
ensg00000132768.14	803.6590324	-0.084527183	0.217586671	-0.388475925	0.697663867	0.794265323
ensg00000132773.12	333.4671059	-0.224182744	0.177277038	-1.264589859	0.20601839	0.340682189
ensg00000132780.17	1485.956911	0.533453595	0.353628831	1.508512735	0.13142335	0.249797301
ensg00000132781.22	355.7562822	-0.741438507	0.283946052	-2.611194982	0.009022643	0.045487302
ensg00000132792.21	1922.980468	0.250238269	0.170929195	1.463987877	0.143197261	0.26385882
ensg00000132793.12	2300.549129	-0.592711531	0.204893801	-2.892774338	0.003818555	0.026963843
ensg00000132801.7	295.831461	-0.374320405	0.145919815	-2.565247259	0.01031023	0.049324895
ensg00000132819.17	1579.305589	-0.208932562	0.243170497	-0.85920194	0.390229113	0.535302905
ensg00000132821.12	49.36538971	0.683288	0.336358577	2.031427309	0.042211667	0.118633042
ensg00000132823.11	1132.982557	0.55553155	0.410700636	1.35264351	0.176169545	0.304625069
ensg00000132824.14	3420.377164	0.680344996	0.23581983	2.885020298	0.003913884	0.027417876
ensg00000132825.7	432.1571729	-0.369680869	0.143387709	-2.57819077	0.009931915	0.048413976
ensg00000132840.10	25.41125419	-0.564871612	0.435083864	-1.298305128	0.194182505	0.326120793
ensg00000132842.15	509.6604805	1.456886098	0.911107747	1.599027233	0.109814552	0.221164271
ensg00000132846.6	357.3411012	-0.181450608	0.175181323	-1.0357874	0.300301337	0.444764099
ensg00000132849.22	482.9121829	0.157197393	0.217831213	0.721647698	0.470511106	0.609118402
ensg00000132854.19	317.7596406	-2.438085447	0.221556387	-11.00435642	3.64E-28	3.02E-25
ensg00000132874.15	20.87984714	0.438848112	0.539422325	0.813552	0.415901645	0.559289814
ensg00000132879.14	1395.249947	-0.373656175	0.199244393	-1.875366078	0.060742378	0.148978439
ensg00000132906.18	169.6341489	-0.458381593	0.259019481	-1.769679993	0.076780465	0.173354896
ensg00000132912.13	1024.66553	0.917352517	0.422875907	2.169318475	0.030058514	0.096022063
ensg00000132915.12	26.96754041	-0.296418627	0.731317965	-0.405321134	0.685241474	0.784841903
ensg00000132938.22	20.93006328	0.668944571	0.749731779	0.892245186	0.372261528	0.517131777
ensg00000132950.19	163.6718925	0.25184128	0.18380895	1.370125235	0.170647812	0.297497739
ensg00000132952.12	104.5452585	0.207275905	0.432661675	0.479071563	0.631887719	0.74286321
ensg00000132953.18	231.8192053	1.36541591	0.591685333	2.307672396	0.021017364	0.076845283
ensg00000132958.19	11.58362461	-0.820884608	0.740255057	-1.10892131	0.26746413	
ensg00000132963.9	242.0703065	1.31983857	0.358618349	3.68034311	0.00023292	0.003630717
ensg00000132964.13	180.9001414	0.628792292	1.630397144	0.385668176	0.699742435	0.795743135
ensg00000132970.14	889.4658212	-0.145140658	0.095985461	-1.51211085	0.130505665	0.248594724
ensg00000132975.8	12.87551443	-0.799520882	0.585917364	-1.364562533	0.172390588	
ensg00000133019.12	211.3658485	0.852910104	0.223474397	3.816589798	0.000135309	0.002387994
ensg00000133026.14	2327.388105	0.441354398	0.341986123	1.290562303	0.196855495	0.329226842
ensg00000133027.18	667.0239068	-0.559426338	0.213797136	-2.616622231	0.008880456	0.045217659
ensg00000133028.12	811.8519739	0.182784652	0.171903158	1.063300139	0.287645862	0.4310785
ensg00000133030.22	9244.501321	-0.081402635	0.17598537	-0.462553422	0.643684502	0.752460256
ensg00000133048.13	21.66887934	-0.430086462	0.478300752	-0.899196711	0.368547892	0.513479845
ensg00000133056.14	1799.483389	-0.560888016	0.137173567	-4.088892829	4.33E-05	0.000959061
ensg00000133059.18	1273.890668	0.170522956	0.166097882	1.026641362	0.30458937	0.449457527
ensg00000133065.11	2557.9195	0.247630681	0.093346989	2.652797723	0.007982769	0.042406262
ensg00000133067.18	48.13828011	-0.564965503	0.407744485	-1.385587112	0.165873016	0.292048429
ensg00000133069.17	664.8092892	-0.523926947	0.253098554	-2.070051126	0.038447557	0.112206224
ensg00000133083.15	5.017649977	-2.815445928	1.307103993	-2.153957102	0.031243536	
ensg00000133101.10	61.64671137	0.072964722	0.296121965	0.24640091	0.805371902	0.869888289
ensg00000133103.17	111.249319	-0.582627876	0.808751447	-0.720404123	0.471276212	0.609930175
ensg00000133104.14	357.890449	1.613244002	0.571377812	2.823427805	0.004751313	0.031021624
ensg00000133106.15	95.71069915	-2.533570084	0.324167718	-7.815615009	5.47E-15	1.35E-12
ensg00000133111.4	138.9782612	-0.686960135	0.240919141	-2.851413681	0.00435253	0.029313229
ensg00000133112.17	19955.51153	0.332432151	0.264857565	1.255135574	0.209429548	0.344774467
ensg00000133114.18	272.2628777	-0.1120957	0.201908366	-0.555181055	0.578770826	0.700230811
ensg00000133119.13	354.0204251	0.094333305	0.245442419	0.384339862	0.700726567	0.796520576
ensg00000133121.21	364.1540556	-0.363853414	0.149750832	-2.429725486	0.015110263	0.062061178
ensg00000133131.15	321.3834379	0.838561952	0.469573759	1.785793894	0.074132636	0.169770882
ensg00000133134.12	204.5657164	0.571920626	0.207445488	2.756968256	0.005834001	0.034861973
ensg00000133135.14	266.7207248	0.207356101	0.155554528	1.33301231	0.182527764	0.312359326
ensg00000133138.20	64.5272932	0.822012499	0.571958357	1.43718942	0.150664178	0.273174148
ensg00000133142.19	576.3666671	0.637867676	0.322748016	1.97636436	0.048113525	0.128721272
ensg00000133193.13	704.8903479	-0.289096572	0.337471442	-0.85665492	0.391635624	0.536454998
ensg00000133195.12	254.630369	-0.001789349	0.220752575	-0.008105676	0.993532677	0.995861915
ensg00000133216.17	2475.222405	-0.516152591	0.194106578	-2.659119523	0.007834516	0.042108143
ensg00000133226.19	1193.582205	-0.261303791	0.118247394	-2.209805924	0.027118634	0.089633511
ensg00000133243.10	3527.085539	-1.007912125	0.227626288	-4.427924965	9.51E-06	0.000273544
ensg00000133246.12	9.503664571	-1.629695193	0.922228467	-1.7671274	0.077206895	
ensg00000133247.14	599.5355937	-0.493849485	0.338242953	-1.460043679	0.14427807	0.265370738
ensg00000133250.14	356.067388	-0.712898683	0.275679073	-2.58597316	0.009710449	0.047632233
ensg00000133256.13	26.60909869	-0.586567152	0.420971401	-1.3933658	0.163509202	0.28891494
ensg00000133265.11	1536.140956	-0.389954681	0.225191017	-1.731661798	0.083333796	0.183076804
ensg00000133275.16	4273.500125	-0.672009969	0.214426662	-3.133985123	0.001724496	0.015623014
ensg00000133302.13	48.82982263	1.131155495	0.526412407	2.148800979	0.03165018	0.098890024
ensg00000133313.15	1623.07031	-0.278703578	0.147576366	-1.888538021	0.058953759	0.14635196
ensg00000133315.12	849.7898773	-1.940025415	0.237121955	-8.181551206	2.80E-16	8.60E-14
ensg00000133316.16	2140.713174	-0.280636154	0.206872403	-1.356566417	0.174919019	0.303135025
ensg00000133318.14	1131.81389	0.746071537	0.246827571	3.022642617	0.00250578	0.020067435
ensg00000133321.11	244.0321205	-1.342042282	0.229779118	-5.840575472	5.20E-09	4.01E-07
ensg00000133328.4	21.20047156	-1.188034755	0.490542549	-2.42187912	0.015440486	0.062814057
ensg00000133401.16	628.065237	-1.331942704	0.151771192	-8.775991603	1.69E-18	8.02E-16
ensg00000133422.14	380.7707121	0.56885787	0.256791265	2.215253969	0.026742637	0.088811555
ensg00000133424.22	11.28044484	0.103439272	0.666889204	0.155107132	0.87673686	
ensg00000133433.11	86.86696087	-0.350587991	0.304524108	-1.151265146	0.249623171	0.390394475
ensg00000133460.20	33.51159668	0.423615088	0.536289009	0.789900745	0.429585736	0.57240669
ensg00000133466.14	633.3007365	-0.501902049	0.247019787	-2.031829332	0.042170937	0.118568858
ensg00000133477.17	381.0990804	-0.229428046	0.230105999	-0.997053734	0.318738429	0.464850257
ensg00000133488.15	40.00018056	0.15442235	0.320252479	0.482189398	0.629671408	0.741046425
ensg00000133597.11	636.5815447	-0.431232152	0.199397526	-2.162675543	0.030566143	0.09682688
ensg00000133606.11	710.6869768	0.400572716	0.213924022	1.87249993	0.061137472	0.149518183
ensg00000133612.20	1369.464588	-0.388833548	0.223098589	-1.742877665	0.081354986	0.180314212
ensg00000133619.18	426.3022569	-0.450345804	0.234715863	-1.918684993	0.055024212	0.14014045
ensg00000133627.18	95.2132592	0.138142772	0.205314777	0.672834049	0.501052874	0.635984944
ensg00000133639.6	696.5569068	-1.418249778	0.205050331	-6.916593467	4.63E-12	6.74E-10
ensg00000133641.18	12.4044937	0.770338118	0.800612249	0.962186276	0.335956042	
ensg00000133657.17	926.6320006	1.063096347	0.442209565	2.404055522	0.01621431	0.064749765
ensg00000133661.17	240.850854	-2.810975995	0.34804611	-8.076447104	6.67E-16	1.92E-13
ensg00000133678.14	121.2359802	-0.249262554	0.274554821	-0.907878989	0.36394216	0.508827994
ensg00000133687.16	41.34441475	0.11505098	0.292444722	0.393411034	0.694015922	0.79156487
ensg00000133703.14	472.6864562	-0.520963402	0.188923592	-2.757534917	0.005823899	0.034822673
ensg00000133704.10	452.1096039	0.275447693	0.348364293	0.790688653	0.429125699	0.571966213
ensg00000133706.20	1427.710444	0.725657436	0.439300671	1.651846864	0.098565772	0.204635142
ensg00000133731.10	63.51386653	0.912549593	0.498686193	1.829907476	0.067263775	0.159540816
ensg00000133739.16	12.41693462	-0.038469569	0.717437363	-0.053620805	0.957237281	
ensg00000133740.11	15.90525464	-0.727473805	0.54823292	-1.326942942	0.184527558	0.314807931
ensg00000133773.12	9.596413182	1.026538744	0.793805369	1.293186949	0.195946408	
ensg00000133789.15	1243.423569	0.17084594	0.102504684	1.666713498	0.095571388	0.200174332
ensg00000133794.20	440.8345816	0.501660155	0.294676202	1.702411501	0.088678256	0.190355226
ensg00000133805.16	167.8646851	0.148683913	0.486161084	0.305832609	0.759732099	0.838844489
ensg00000133812.18	121.373711	-0.685993576	0.480817667	-1.4267229	0.153659782	0.277127059
ensg00000133816.19	2947.02582	0.046947702	0.110611827	0.424436545	0.671247474	0.774031148
ensg00000133818.14	350.6806716	0.408047784	0.359809776	1.134065306	0.256767155	0.397869746
ensg00000133835.18	569.3065751	1.62789469	0.672754178	2.419746681	0.015531322	0.063067447
ensg00000133858.17	647.3972219	-0.41146191	0.234626347	-1.753690132	0.079483617	0.177173876
ensg00000133863.9	45.06074726	1.448839816	0.503788911	2.875886675	0.004028943	0.027870363
ensg00000133872.14	491.9042435	0.947555954	0.379431439	2.497304804	0.012514134	0.055544685
ensg00000133874.2	42.60498336	-0.632386774	0.317154751	-1.99393757	0.046158877	0.125328969
ensg00000133884.11	934.9415156	-0.622307941	0.250622426	-2.483049705	0.013026291	0.056961551
ensg00000133895.19	2577.095558	-0.559136315	0.219259365	-2.550113715	0.010768779	0.050595319
ensg00000133935.7	1065.740785	0.392468994	0.139410061	2.815212844	0.004874494	0.031300466
ensg00000133943.21	199.2350654	-0.110232365	0.319521709	-0.344991787	0.730100545	0.819091978
ensg00000133961.21	1902.962466	-0.090091307	0.09067694	-0.99354154	0.320446117	0.466745582
ensg00000133983.16	239.7971447	0.504624195	0.190540864	2.648377801	0.008087908	0.042776192
ensg00000133985.3	191.2788679	0.312380506	0.186270564	1.677025607	0.093537475	0.197160574
ensg00000133997.12	380.9299748	0.109404658	0.275007186	0.397824727	0.690759389	0.789184117
ensg00000134001.15	610.925434	0.865774835	0.408854241	2.117563543	0.034212048	0.104084746
ensg00000134013.16	810.6715252	-0.28224835	0.201085347	-1.403624646	0.160430652	0.284918647
ensg00000134014.18	373.5268375	0.608840844	0.240772633	2.52869621	0.011448707	0.05270995
ensg00000134020.8	4.993561701	-1.100376537	1.142339678	-0.963265619	0.335414243	
ensg00000134030.14	1475.604456	-0.572820755	0.177389474	-3.229169935	0.001241501	0.012344227
ensg00000134042.14	12.85866425	-0.121534067	0.736271133	-0.165066999	0.868891247	
ensg00000134046.12	463.2480412	-0.193964483	0.138906395	-1.396368275	0.162603623	0.287736772
ensg00000134049.6	173.5183793	-0.243084544	0.222678432	-1.091639374	0.274991643	0.417400279
ensg00000134056.12	260.0475631	0.644420968	0.203443574	3.167566097	0.001537208	0.014460007
ensg00000134057.15	195.930024	1.151042249	0.563382576	2.043091671	0.041043364	0.116734773
ensg00000134058.12	55.24946068	0.71991642	1.04024247	0.692065976	0.488895898	0.624742212
ensg00000134061.5	22.4910977	-0.236360841	0.541159364	-0.436767534	0.662279946	0.767394463
ensg00000134070.5	506.1753936	0.183610138	0.119839492	1.532133812	0.125489418	0.242348352
ensg00000134072.11	41.49672016	0.171060325	0.331785188	0.515575533	0.606150903	0.722670151
ensg00000134077.16	179.9278062	0.654703486	0.370493499	1.767111942	0.077209483	0.173922964
ensg00000134086.10	749.6816529	-0.281113878	0.142237752	-1.976366154	0.048113322	0.128721272
ensg00000134107.5	2013.431354	-0.034892032	0.10451574	-0.333844759	0.738496706	0.824146926
ensg00000134108.14	137.6058228	1.040683025	0.461619607	2.25441686	0.024169956	0.083402393
ensg00000134109.11	483.7233329	1.266665137	0.427496166	2.962985959	0.003046705	0.023167541
ensg00000134138.22	134.6775802	-0.123067731	0.26261969	-0.468615781	0.639344295	0.748719204
ensg00000134146.12	19.49270951	0.480992594	0.568008773	0.846804868	0.397103894	0.540987091
ensg00000134152.11	22.44207054	0.326433405	0.533499595	0.611871889	0.540622522	0.669977644
ensg00000134153.10	829.0801389	0.360486496	0.120808806	2.983942208	0.002845605	0.022004463
ensg00000134186.12	477.3787048	0.061384022	0.118989309	0.51587846	0.605939299	0.722586105
ensg00000134202.12	263.1706213	0.765748856	0.128417638	5.962957035	2.48E-09	2.06E-07
ensg00000134215.16	270.7570433	1.303686426	0.97948289	1.330994589	0.183190792	0.313164799
ensg00000134222.16	1046.231853	-0.811795166	0.140697134	-5.769805964	7.94E-09	5.66E-07
ensg00000134243.12	874.073131	1.215396149	0.294014455	4.133797258	3.57E-05	0.000822482
ensg00000134245.18	151.1854461	-0.208469603	0.325951795	-0.639571884	0.522450966	0.654426809
ensg00000134247.10	4123.57883	-0.069962482	0.081574148	-0.857655073	0.391082955	0.535864827
ensg00000134248.14	431.0826151	0.65353144	0.290538782	2.24937764	0.02448848	0.084085573
ensg00000134250.21	2689.187712	0.0844171	0.118697612	0.711194598	0.476963656	0.615368081
ensg00000134253.10	228.9630073	0.032191801	0.173000525	0.18607921	0.852382645	0.902859393
ensg00000134255.16	63.97991286	0.438495309	0.486140161	0.90199359	0.367060273	0.512107037
ensg00000134256.13	8.393212261	-0.215905713	0.682720323	-0.316243279	0.751817861	
ensg00000134259.6	20.64389074	-0.586773542	0.41377987	-1.418081411	0.156166998	0.280124156
ensg00000134262.15	33.05177447	1.030664987	1.055993075	0.976014911	0.329057075	0.474882673
ensg00000134265.13	158.8423783	1.550337007	0.533401809	2.906508718	0.003654867	0.026087351
ensg00000134278.16	1074.275806	0.305734229	0.279533108	1.093731728	0.274072655	0.416243722
ensg00000134283.18	567.7444151	1.059769948	0.409417372	2.588483099	0.009639968	0.047350606
ensg00000134285.11	172.5888275	-0.32262745	0.165241205	-1.952463673	0.05088318	0.133334453
ensg00000134287.10	4621.464467	0.136006786	0.12046818	1.128985148	0.258904099	0.400036713
ensg00000134291.12	722.9748047	0.180188478	0.144723064	1.245057095	0.213110764	0.349100243
ensg00000134294.14	720.270508	0.305628088	0.496922657	0.615041564	0.538527272	0.668165167
ensg00000134308.14	2336.163811	0.490138472	0.236416632	2.073197932	0.038153863	0.111654231
ensg00000134313.17	549.9492304	1.161709128	0.323514083	3.590907446	0.000329529	0.004744159
ensg00000134317.18	361.5501693	0.460978341	0.237705798	1.939281016	0.052467129	0.135767148
ensg00000134318.16	469.9805991	0.492358563	0.365048911	1.348746834	0.177418297	0.306065613
ensg00000134321.13	100.8043077	-1.259211649	0.311277126	-4.045307356	5.23E-05	0.001118871
ensg00000134324.12	1940.08815	0.59785212	0.075923957	7.874354065	3.43E-15	8.73E-13
